gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,Log_TotalCharges,Log_MonthlyCharges,Monthly_to_Total_Ratio,total_services,streaming_services,is_auto_pay
Male,0,1,1,27,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),71.6,1957.1,0,25-48,7.579729894309281,4.28496492183075,0.03656605893468158,5,2,1
Female,1,0,0,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,92.1,729.95,1,0-12,6.594345057957625,4.533674184283021,0.12600041042478966,4,2,0
Female,0,1,0,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.65,1416.75,0,49-72,7.256826386894137,3.204776900488699,0.01668136131193793,2,0,1
Female,0,1,0,71,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),81.85,5924.4,0,49-72,8.687003474273121,4.417031743872572,0.013813413440442839,6,2,1
Male,0,0,0,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.1,1697.7,0,49-72,7.437618531625265,3.261935314328648,0.014776005180432096,2,0,0
Male,0,1,1,68,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.7,7849.85,0,49-72,8.968377085169347,4.751000634199631,0.014609883006298681,8,2,1
Female,0,0,0,13,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,49.15,649.4,0,13-24,6.4775875582336,3.9150185144079446,0.07556888068880689,3,2,0
Male,0,1,0,56,1,No,Fiber optic,No,No,No,No,No,Yes,One year,1,Electronic check,80.9,4557.5,0,49-72,8.424748901024957,4.405498990859024,0.017747065920807284,2,1,0
Male,0,1,0,38,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.45,3013.05,1,25-48,8.011039968299007,4.387635873438392,0.026359881222939235,3,0,0
Male,1,0,0,14,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),90.45,1266.1,1,13-24,7.144486103804862,4.515792374836875,0.07138347407465867,3,2,1
Female,0,0,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.3,360.35,0,13-24,5.88984701772899,3.0106208860477417,0.05341082053410821,1,0,1
Female,0,1,1,14,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.2,1046.5,0,13-24,6.9541616517962925,4.26549281841793,0.06701670644391408,1,0,0
Male,0,1,1,32,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.75,2347.9,1,25-48,7.76170241244579,4.259152536523347,0.029694750734386308,1,0,1
Female,0,0,0,8,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),54.25,447.75,0,0-12,6.106465939802488,4.0118683403978626,0.12089136490250696,3,0,1
Female,0,1,1,43,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.3,4209.95,0,25-48,8.345443554427222,4.60816569496789,0.023581377123926904,5,2,1
Female,0,0,0,52,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Credit card (automatic),74.0,3877.65,0,49-72,8.263242433928468,4.31748811353631,0.019078803191832208,6,1,1
Male,0,0,0,3,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.25,152.3,0,0-12,5.0323967858777685,3.9367156180185177,0.3277886497064579,2,0,0
Male,0,0,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.8,572.2,0,25-48,6.351234695954017,3.0349529867072724,0.03454291695743196,1,0,0
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65,1,0-12,3.027715319407042,3.027715319407042,0.9515738498789347,1,0,0
Male,1,0,0,12,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,43.65,526.95,1,0-12,6.269001582252524,3.798854307322508,0.0826782839284023,3,1,0
Female,0,1,1,16,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),35.5,552.7,0,13-24,6.316623023828922,3.597312260588446,0.06411414123171393,1,1,1
Female,0,0,0,40,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,80.75,3208.65,0,25-48,8.07391717591148,4.403665809777363,0.025158506379200224,6,2,0
Female,0,0,0,5,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,39.5,210.75,1,0-12,5.355406333532164,3.7013019741124933,0.18654073199527746,2,1,0
Male,0,1,0,40,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),97.1,3706.95,1,25-48,8.218234442236687,4.585987366571318,0.026186976631292224,4,2,1
Female,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,620.75,0,25-48,6.432538082683514,3.022860940942244,0.031443506232408526,1,0,0
Female,0,0,0,5,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.0,412.5,1,0-12,6.024657514463746,4.394449154672439,0.19347037484885127,2,1,0
Female,0,0,0,10,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Mailed check,84.7,832.05,1,0-12,6.725093664375078,4.450852825603734,0.10167456935358023,3,1,0
Male,0,1,1,2,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),89.55,185.55,1,0-12,5.228699299667167,4.505902184329423,0.4800321629589922,3,2,1
Male,0,0,0,23,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,90.6,1943.2,1,13-24,7.572605860386969,4.517431271680085,0.04660014401810513,4,1,0
Male,0,1,1,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.05,505.9,0,25-48,6.228313745478304,3.0469005601283903,0.03955415269283883,1,0,1
Female,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,112.4,8046.85,0,49-72,8.993160253994853,4.730921391293652,0.013966463092627224,7,2,0
Female,0,1,0,34,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),50.2,1815.3,0,25-48,7.504556743755398,3.9357395320454622,0.02763860595716567,2,0,1
Male,0,0,0,10,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),62.25,612.95,0,0-12,6.419913491606522,4.1470951276076295,0.10139262154898607,4,1,1
Female,0,0,0,14,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,55.7,795.15,0,13-24,6.679787610302435,4.037774210733707,0.06996169063618665,3,0,0
Female,0,0,0,23,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),90.05,2169.8,1,13-24,7.68285104218925,4.511408806173617,0.04148240280081076,4,1,1
Male,0,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,973.1,0,25-48,6.88151396777691,3.027715319407042,0.020172466892516165,1,0,0
Male,0,1,0,24,1,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,89.25,2210.2,0,13-24,7.70129063357335,4.502583597212991,0.0403626989869754,4,1,0
Male,0,1,0,49,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.05,4853.75,1,49-72,8.48771288609373,4.605670061029742,0.020402698388176526,5,2,1
Male,1,0,0,20,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,54.0,1055.9,0,13-24,6.963095374015301,4.007333185232471,0.05109281862049389,3,0,0
Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),69.75,144.55,1,0-12,4.980519670191632,4.259152536523347,0.47921676399862584,1,0,1
Female,0,0,0,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),49.05,91.1,1,0-12,4.522874943261261,3.9130225057612296,0.5325732899022801,2,0,1
Male,0,0,0,22,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),56.75,1304.85,0,13-24,7.17460944872248,4.056123349401903,0.04345828387640235,4,2,1
Male,0,0,0,7,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.05,713.0,1,0-12,6.570882962339584,4.59562477314456,0.13732492997198878,5,2,1
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.1,21.1,0,0-12,3.095577608523707,3.095577608523707,0.9547511312217195,1,0,0
Female,0,1,1,59,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),96.65,5580.8,0,49-72,8.627266584002568,4.581389657322688,0.017315202981117203,5,1,1
Female,0,1,1,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),24.5,1497.9,0,49-72,7.31248678473655,3.2386784521643803,0.016345319901260924,2,0,1
Female,0,0,0,41,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),114.5,4527.45,1,25-48,8.418134996570434,4.749270529961848,0.0252845896498802,8,2,1
Female,1,0,0,59,1,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,1,Credit card (automatic),79.2,4590.35,0,49-72,8.431929377457534,4.384523514872469,0.017249828481819073,3,0,1
Female,0,1,1,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.55,200.2,0,0-12,5.304299438225584,4.256321678298823,0.345675944333996,1,0,0
Male,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,614.45,0,25-48,6.422353707556304,3.0469005601283903,0.03257778860996019,1,0,1
Male,1,1,0,46,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.85,4564.9,0,25-48,8.426370925842464,4.603669059861824,0.021649620009198626,5,2,0
Male,0,1,1,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.75,1397.475,0,0-12,7.2431376361862,3.2865344733420154,0.018412914067108817,2,0,0
Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.95,171.15,1,0-12,5.148366189784533,4.406109305189839,0.470229451060122,2,1,0
Female,0,1,1,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.6,1012.4,0,49-72,6.921066293041809,3.0252910757955354,0.01934083283994474,1,0,1
Female,1,0,0,13,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.3,940.35,1,13-24,6.847315015170721,4.321480134805848,0.07892919742922398,2,0,0
Female,1,0,0,11,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),89.7,1047.7,1,0-12,6.955306580840359,4.507557357121091,0.08553447125011919,3,2,1
Male,0,0,0,32,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),87.65,2766.4,0,25-48,7.925663530235284,4.484696032520217,0.03167232781672328,4,0,1
Male,1,1,0,17,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),100.45,1622.45,1,13-24,7.392308793409265,4.619566066271823,0.061874403276971884,5,2,1
Female,0,0,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.75,1129.35,0,13-24,7.030282598261829,4.327438444389479,0.06612995974698103,2,0,1
Female,0,0,0,51,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),107.45,5680.9,0,49-72,8.645040962822444,4.6862892372728835,0.01891092768264137,7,2,1
Male,0,0,0,29,1,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),75.35,2243.9,0,25-48,7.716416255754423,4.335328031664641,0.03356496948639137,5,2,1
Male,0,1,0,70,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),64.95,4523.25,0,49-72,8.417207096540311,4.188896879163323,0.014355970602862353,5,0,1
Female,0,1,1,71,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,0,Electronic check,100.45,7159.7,0,49-72,8.876363020539099,4.619566066271823,0.014027958160515034,6,1,0
Male,0,1,1,41,1,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),68.5,2839.95,0,25-48,7.9518937822624975,4.241326752570746,0.024111652792199793,5,1,1
Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.55,80.55,0,0-12,4.401216329067023,4.401216329067023,0.987737584304108,2,1,0
Female,0,1,0,7,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),81.25,580.1,0,0-12,6.36492285908106,4.409763389645481,0.13982102908277405,6,2,1
Male,0,1,1,25,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Electronic check,90.4,2178.6,1,25-48,7.686896652708943,4.515245478460105,0.04147550009175996,3,2,0
Male,0,1,1,67,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,0,Electronic check,89.55,6038.55,0,49-72,8.706084784842092,4.505902184329423,0.014827263620633987,5,0,0
Male,0,1,1,5,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,55.7,259.4,0,0-12,5.562218910334414,4.037774210733707,0.21390168970814136,3,0,0
Male,0,0,1,15,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,24.8,324.15,0,13-24,5.78428661431516,3.250374491927572,0.07627248962017531,2,0,0
Female,0,1,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.0,417.65,0,13-24,6.037035248650441,3.044522437723423,0.04777260241251642,1,0,0
Male,0,1,1,3,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,56.15,168.15,1,0-12,5.130785895226717,4.04567939024082,0.33195388708247114,3,0,0
Male,0,1,1,54,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,105.2,5637.85,0,49-72,8.63743542299231,4.665324108807838,0.018656286299511424,6,2,0
Male,0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.55,839.4,0,25-48,6.7338779689708455,3.022860940942244,0.023262732032365542,1,0,0
Female,0,1,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.75,769.1,0,0-12,6.6465203765452046,4.391357962102766,0.103557979483184,2,1,0
Female,0,0,0,63,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),97.45,6253.0,0,49-72,8.740976538017787,4.589548805085134,0.015582027502398465,5,2,1
Female,0,1,0,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.25,1641.8,0,49-72,7.404157382082404,3.228826155721369,0.014761383004626248,2,0,1
Female,0,0,0,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.6,1678.05,0,49-72,7.425983436264869,3.242592351485517,0.014651142014829815,2,0,1
Male,0,1,0,40,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,50.15,2058.5,0,25-48,7.630218513876136,3.9347624923976356,0.0243505705268269,2,0,0
Male,0,0,0,60,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),39.6,2424.5,0,49-72,7.793792967685271,3.703768066607687,0.0163265306122449,3,0,1
Female,0,0,0,4,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),94.4,387.2,1,0-12,5.9615206707349095,4.558078578454241,0.24317362184441013,5,1,1
Female,1,0,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,89.85,6293.45,0,49-72,8.747423571732076,4.50920979484218,0.014274479898958605,8,2,0
Female,0,1,0,37,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),78.95,2839.65,1,25-48,7.951788178207204,4.381401439279963,0.02779293471564607,3,0,1
Male,0,1,0,32,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),98.85,3145.9,0,25-48,8.054173120264645,4.603669059861824,0.03141186564555594,5,2,1
Male,0,0,0,39,1,Yes,DSL,No,No,No,Yes,No,No,Two year,1,Credit card (automatic),53.85,2200.7,0,25-48,7.696985068219127,4.00460218672124,0.024458373075350866,3,0,1
Female,0,0,0,38,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,24.25,914.4,0,25-48,6.819361128219541,3.228826155721369,0.026491151409220013,2,0,0
Male,0,0,0,52,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,1,Credit card (automatic),89.45,4577.75,0,49-72,8.429181314093023,4.504797211841304,0.019535899535899535,4,1,1
Female,0,1,1,48,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),105.25,4997.5,0,25-48,8.516893146407236,4.665794807804526,0.02105631689506852,6,2,1
Male,0,1,1,70,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),59.5,4144.8,0,49-72,8.329851052565411,4.102643365036796,0.014351874185923102,5,2,1
Male,0,0,0,20,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),70.55,1493.55,0,13-24,7.309580437169706,4.27039650600246,0.04720484426750527,1,0,1
Female,0,0,0,50,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),82.5,4179.1,0,49-72,8.338090448677617,4.42484663185681,0.01973636994330279,7,2,1
Female,0,0,0,19,0,No phone service,DSL,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),44.85,893.55,1,13-24,6.796320798535832,3.825375198702474,0.050136940361075404,2,2,1
Male,0,1,1,25,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),61.6,1611.0,0,25-48,7.385230923066573,4.136765278106052,0.03821339950372209,4,0,1
Male,0,0,0,12,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.05,593.05,0,0-12,6.3869634909042965,3.9130225057612296,0.08256880733944955,2,0,1
Male,1,1,0,39,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.65,4284.8,1,25-48,8.363062511388982,4.669552444917359,0.024651173643193802,6,2,0
Male,0,0,0,7,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,74.65,544.55,1,0-12,6.3017944601011076,4.326117440234365,0.13683438731555314,2,0,0
Female,0,1,1,23,1,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Mailed check,66.25,1533.8,0,13-24,7.336155358372797,4.208417018481948,0.043165233255147255,5,0,0
Male,0,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.4,529.8,0,25-48,6.274385302458052,3.0155349008501706,0.03654860587792012,1,0,0
Male,1,0,0,47,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),86.05,3865.6,0,25-48,8.260130846898402,4.466482666214198,0.022254694046449076,3,1,1
Male,0,1,1,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.15,515.75,0,25-48,6.247559198561878,3.0032042883926917,0.0370585389453314,1,0,1
Female,0,1,0,14,1,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),64.7,941.0,1,13-24,6.848005274576363,4.185098925490565,0.06868365180467091,4,1,1
Female,1,1,0,11,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.05,1133.65,1,0-12,7.034079512315632,4.654436427291009,0.09170228704886968,6,2,1
Male,0,0,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.25,48.35,0,0-12,3.8989377658794906,3.0081547935525483,0.3900709219858156,1,0,0
Female,0,1,1,26,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,81.95,2070.05,0,25-48,7.635811004030272,4.418238016636454,0.03956930059631587,3,0,0
